source.name	sequenceID	species	subtype	genotype	isolate_data.country	isolate_data.host_sci_name	isolate_data.collection_year
ncbi-nuccore-srlv	HQ158128	SRLV	BC	B1	Canada	Capra hircus	2004
ncbi-nuccore-srlv	HQ158129	SRLV	BC	B1	Canada	Capra hircus	2004
ncbi-nuccore-srlv	HQ158130	SRLV	BC	B1	Canada	Capra hircus	2004
ncbi-nuccore-srlv	HQ158131	SRLV	BC	B1	Canada	Capra hircus	2004
ncbi-nuccore-srlv	HQ158132	SRLV	A	A3	Canada	Ovis aries	2004
ncbi-nuccore-srlv	HQ158133	SRLV	A	A3	Canada	Ovis aries	2004
ncbi-nuccore-srlv	HQ158134	SRLV	A	A3	Canada	Ovis aries	2004
ncbi-nuccore-srlv	HQ158135	SRLV	A	A3	Canada	Ovis aries	2004
ncbi-nuccore-srlv	HQ158136	SRLV	A	A3	Canada	Ovis aries	2004
ncbi-nuccore-srlv	HQ696620	SRLV	BC	B1	Brazil	Capra hircus	2008
ncbi-nuccore-srlv	HQ696624	SRLV	BC	B1	Brazil	Capra hircus	2008
ncbi-nuccore-srlv	HQ864599	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864600	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864601	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864602	SRLV	A	A1	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864603	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864604	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864605	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864606	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864607	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ864608	SRLV	A	A4	Spain	Ovis aries	2005
ncbi-nuccore-srlv	HQ910460	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910461	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910462	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910463	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910464	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910465	SRLV	A	A1	Slovenia	Ovis aries	2007
ncbi-nuccore-srlv	HQ910466	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910467	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910468	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910469	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910470	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910471	SRLV	A	-	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910472	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910473	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910474	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910475	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910476	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910477	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910478	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910479	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910480	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910481	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910482	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910483	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910484	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910485	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910486	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910487	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910488	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910489	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910490	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910491	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910492	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	HQ910493	SRLV	BC	B1	Slovenia	Capra hircus	2008
ncbi-nuccore-srlv	J04359	SRLV	A	A1	-	-	-
ncbi-nuccore-srlv	JF288187	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288188	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288189	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288190	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288191	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288192	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288193	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288194	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288195	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288196	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288197	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288198	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288199	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288200	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288201	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288202	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288203	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288204	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288205	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288206	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288207	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288208	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288209	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288210	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288211	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288212	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288213	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288214	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288215	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288216	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288217	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288218	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288219	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288220	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288221	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288222	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288223	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288224	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288225	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288226	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288227	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288228	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288229	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288230	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288231	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288232	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288233	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288234	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288235	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288236	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288237	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288238	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288239	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288240	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288241	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288242	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288243	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288244	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288245	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288246	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288247	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288248	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288249	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288250	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288251	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288252	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288253	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288254	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288255	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288256	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288257	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288258	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288259	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288260	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288261	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288262	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288263	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288264	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288265	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288266	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288267	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288268	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288269	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288270	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288271	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288272	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288273	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288274	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288275	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288276	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288277	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288278	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288279	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288280	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288281	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288282	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288283	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288284	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288285	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288286	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288287	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288288	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288289	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288290	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288291	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288292	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288293	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288294	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288295	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288296	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288297	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288298	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288299	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288300	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288301	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288302	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288303	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288304	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288305	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288306	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288307	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288308	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288309	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288310	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288311	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288312	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288313	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288314	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288315	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288316	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288317	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288318	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288319	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288320	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288321	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288322	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288323	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288324	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288325	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288326	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288327	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288328	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288329	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288330	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288331	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288332	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288333	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288334	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288335	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288336	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288337	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288338	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288339	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288340	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288341	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288342	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288343	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288344	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288345	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288346	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288347	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288348	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288349	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288350	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288351	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288352	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288353	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288354	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288355	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288356	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288357	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288358	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288359	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288360	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288361	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288362	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288363	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288364	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288365	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288366	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288367	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288368	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288369	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288370	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288371	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288372	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288373	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288374	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288375	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288376	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288377	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288378	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288379	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288380	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288381	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288382	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288383	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288384	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288385	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288386	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288387	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288388	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288389	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288390	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288391	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288392	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288393	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288394	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288395	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288396	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288397	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288398	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288399	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288400	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288401	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288402	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288403	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288404	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288405	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288406	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288407	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288408	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288409	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288410	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288411	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288412	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288413	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288414	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288415	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288416	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288417	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288418	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288419	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288420	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288421	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288422	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288423	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288424	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288425	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288426	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288427	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288428	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288429	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288430	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288431	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288432	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288433	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288434	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288435	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288436	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288437	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288438	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288439	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288440	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288441	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288442	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288443	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288444	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288445	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288446	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288447	SRLV	A	-	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288448	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288449	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288450	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288451	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288452	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288453	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288454	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288455	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288456	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288457	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288458	SRLV	A	A4	Spain	Ovis aries	-
ncbi-nuccore-srlv	JF288459	SRLV	A	A4	Spain	Ovis aries	-
